session_id,date,city,state,address,latitude,longitude,court_name,session_type,court_type,time_spent_mins,weekday
121,3/5/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,drill,outdoors,60,Tuesday
122,3/5/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,150,Tuesday
123,3/6/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,180,Wednesday
124,3/7/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,240,Thursday
125,3/7/2024,saint_cloud,florida,317 delaware ave,28.25608274,-81.27168644,godwin_park,drill,outdoors,150,Thursday
126,3/8/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,90,Friday
127,3/9/2024,saint_cloud,florida,317 delaware ave,28.25608274,-81.27168644,godwin_park,recreation,outdoors,150,Saturday
128,3/10/2024,winter_garden,florida,420 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Sunday
129,3/11/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,120,Monday
130,3/12/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,90,Tuesday
131,3/12/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,recreation,outdoors,90,Tuesday
132,3/13/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,150,Wednesday
133,3/14/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,180,Thursday
134,3/15/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,60,Friday
135,3/15/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,180,Friday
136,3/16/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,270,Saturday
137,3/16/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,60,Saturday
138,3/17/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,90,Sunday
139,3/18/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,180,Monday
140,3/19/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,recreation,outdoors,240,Tuesday
141,3/20/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,90,Wednesday
142,3/21/2024,tampa,florida,8599 n 26th st,28.02844547,-82.43031065,rowlett_park,drill,outdoors,150,Thursday
143,3/22/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,360,Friday
144,3/22/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Friday
145,3/24/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,60,Sunday
146,3/24/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,drill,outdoors,60,Sunday
147,3/25/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Monday
148,3/26/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,60,Tuesday
149,3/26/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,recreation,outdoors,120,Tuesday
150,3/27/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,90,Wednesday
151,3/28/2024,dallas,texas,16600 hillcrest rd,32.9778,-96.787,campbell_green,recreation,outdoors,120,Thursday
152,3/28/2024,dallas,texas,798 willie st,33.18974053,-96.62059415,finch_park,recreation,outdoors,90,Thursday
153,3/30/2024,dallas,texas,16600 hillcrest rd,32.9778,-96.787,campbell_green,recreation,outdoors,210,Saturday
154,3/31/2024,dallas,texas,16600 hillcrest rd,32.9778,-96.787,campbell_green,recreation,outdoors,210,Sunday
155,4/1/2024,dallas,texas,16600 hillcrest rd,32.9778,-96.787,campbell_green,recreation,outdoors,180,Monday
156,4/3/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,150,Wednesday
157,4/4/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Thursday
158,4/7/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,90,Sunday
159,4/7/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,drill,outdoors,60,Sunday
160,4/7/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,150,Sunday
161,4/9/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,60,Tuesday
162,4/9/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Tuesday
163,4/10/2024,orlando,florida,13615 sachs avenue,28.37109041,-81.26156273,laureate_park,recreation,outdoors,120,Wednesday
164,4/10/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,drill,outdoors,60,Wednesday
165,4/11/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,90,Thursday
166,4/13/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,60,Saturday
167,4/14/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,90,Sunday
168,4/14/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,drill,outdoors,60,Sunday
169,4/14/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,210,Sunday
170,4/16/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Tuesday
171,4/17/2024,winter_springs,florida,1000 central winds dr,28.7081326,-81.27504164,central_winds_park,recreation,outdoors,240,Wednesday
172,4/17/2024,orlando,florida,8151 lake forest dr,28.38163394,-81.49327608,mickeys_retreat,drill,outdoors,30,Wednesday
173,4/18/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,90,Thursday
174,4/19/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,120,Friday
175,4/21/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,60,Sunday
176,4/23/2024,orlando,florida,10000 usta blvd,28.40055883,-81.27885519,usta,recreation,outdoors,60,Tuesday
177,4/23/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,drill,outdoors,60,Tuesday
178,4/24/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,120,Wednesday
179,4/25/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,60,Thursday
180,4/26/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,recreation,outdoors,150,Friday
181,4/28/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,180,Sunday
182,4/30/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,180,Tuesday
183,5/1/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,120,Wednesday
184,5/1/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,150,Wednesday
185,5/3/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,150,Friday
186,5/4/2024,tampa,florida,2640 n lakeview dr,28.10955869,-82.48950257,north_lake_park,drill,outdoors,120,Saturday
187,5/6/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,150,Monday
188,5/7/2024,saint_cloud,florida,317 delaware ave,28.25608274,-81.27168644,godwin_park,recreation,outdoors,90,Tuesday
189,5/10/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,recreation,outdoors,120,Friday
190,5/12/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,480,Sunday
191,5/13/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,120,Monday
192,5/14/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,120,Tuesday
193,5/17/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,120,Friday
194,5/18/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,240,Saturday
195,5/19/2024,orlando,florida,8151 lake forest dr,28.38163394,-81.49327608,mickeys_retreat,drill,outdoors,60,Sunday
196,5/19/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Sunday
197,5/20/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Monday
198,5/20/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,recreation,outdoors,90,Monday
199,5/20/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,120,Monday
200,5/22/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,30,Wednesday
201,5/24/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,recreation,outdoors,180,Friday
202,5/25/2024,orlando,florida,10180 eagle creek center blvd,28.3766,-81.2586,eagle_creek,drill,outdoors,90,Saturday
203,5/25/2024,orlando,florida,10026 lake district ln,28.42222748,-81.23571041,east_park,drill,outdoors,60,Saturday
204,5/25/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,120,Saturday
205,5/26/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,300,Sunday
206,5/28/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,recreation,outdoors,120,Tuesday
207,5/30/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Thursday
208,5/31/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Friday
209,5/31/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,150,Friday
210,6/1/2024,orlando,florida,10107 flower ave,28.56583971,-81.24066874,downey_park,recreation,outdoors,120,Saturday
211,6/1/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,240,Saturday
212,6/4/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Tuesday
213,6/6/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Thursday
214,6/7/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Friday
215,6/7/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,60,Friday
216,6/8/2024,winter_garden,florida,420 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,120,Saturday
217,6/9/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,120,Sunday
218,6/11/2024,orlando,florida,10107 flower ave,28.56583971,-81.24066874,downey_park,recreation,outdoors,210,Tuesday
219,6/12/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Wednesday
220,6/13/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Thursday
221,6/14/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Friday
222,6/15/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,150,Saturday
223,6/16/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Sunday
224,6/18/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Tuesday
225,6/19/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Wednesday
226,6/20/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Thursday
227,6/21/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Friday
228,6/21/2024,orlando,florida,10107 flower ave,28.56583971,-81.24066874,downey_park,drill,outdoors,90,Friday
229,6/22/2024,tampa,florida,2640 n lakeview dr,28.10955869,-82.48950257,north_lake_park,recreation,outdoors,60,Saturday
230,6/22/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Saturday
231,6/23/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Sunday
232,6/24/2025,saint_cloud,florida,317 delaware ave,28.25608274,-81.27168644,godwin_park,recreation,outdoors,120,Tuesday
233,6/25/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Tuesday
234,6/26/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Wednesday
235,6/27/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,120,Thursday
236,6/27/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,150,Thursday
237,6/28/2024,orlando,florida,10107 flower ave,28.56583971,-81.24066874,downey_park,recreation,outdoors,180,Friday
238,6/29/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Saturday
239,6/30/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Sunday
240,6/30/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,180,Sunday
241,7/3/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,150,Wednesday
242,7/4/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,120,Thursday
243,7/5/2024,orlando,florida,10107 flower ave,28.56583971,-81.24066874,downey_park,recreation,outdoors,120,Friday
244,7/6/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,150,Saturday
245,7/6/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,120,Saturday
246,7/6/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,120,Saturday
247,7/7/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,150,Sunday
248,7/8/2024,saint_cloud,florida,317 delaware ave,28.25608274,-81.27168644,godwin_park,recreation,outdoors,150,Monday
249,7/11/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,120,Thursday
250,7/12/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,120,Friday
251,7/13/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,150,Saturday
252,7/14/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,150,Sunday
253,7/14/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,120,Sunday
254,7/15/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,120,Monday
255,7/17/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,150,Wednesday
256,7/18/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,drill,outdoors,120,Thursday
257,7/19/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,90,Friday
258,7/20/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,120,Saturday
259,7/21/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,120,Sunday
260,7/22/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,60,Monday
261,7/24/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,180,Wednesday
262,7/25/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,120,Thursday
263,7/30/2024,kissimmee,florida,717 n palm ave,28.299714,-81.42062566,oak_street_park,drill,outdoors,60,Tuesday
264,8/2/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,120,Friday
265,8/3/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,240,Saturday
266,8/4/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,240,Sunday
267,8/5/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,150,Monday
268,8/5/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,180,Monday
269,8/7/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,drill,outdoors,90,Wednesday
270,8/8/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,90,Thursday
271,8/9/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Friday
272,8/10/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,drill,outdoors,60,Saturday
273,8/10/2024,winter_park,florida,2525 cady way trail,28.5962656,-81.31660878,cady_way_park,recreation,outdoors,90,Saturday
274,8/10/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,240,Saturday
275,8/11/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,120,Sunday
276,8/12/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,120,Monday
277,8/15/2024,orlando,florida,10107 flower ave,28.56583971,-81.24066874,downey_park,recreation,outdoors,120,Thursday
278,8/15/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,120,Thursday
279,8/16/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,recreation,outdoors,240,Friday
280,8/17/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,210,Saturday
281,8/19/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,drill,outdoors,120,Monday
282,8/19/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,240,Monday
283,8/21/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,drill,outdoors,120,Wednesday
284,8/21/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,120,Wednesday
285,8/23/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,180,Friday
286,8/24/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,300,Saturday
287,8/25/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,150,Sunday
288,8/26/2024,saint_cloud,florida,317 delaware ave,28.25608274,-81.27168644,godwin_park,drill,outdoors,90,Monday
289,8/27/2024,orlando,florida,7059 s orange blossom trl,28.46390717,-81.39564909,orlando_racquet_sports,recreation,indoors,180,Tuesday
290,8/28/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,150,Wednesday
291,8/30/2024,orlando,florida,1400 gaston foster rd,28.52556489,-81.32574814,dover_shores,drill,outdoors,120,Friday
292,8/30/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,150,Friday
293,8/31/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,150,Saturday
294,9/2/2024,winter_garden,florida,421 s park ave,28.55995116,-81.59439271,veterans_memorial_park,recreation,outdoors,180,Monday
295,9/2/2024,orlando,florida,4141 john young pkwy,28.5873,-81.4145,clearone,recreation,indoors,150,Monday
